0.0
88.84
0.0
88.84
0.0
88.84
39.41033	39.4103396535	39.4103203465	2.1
41.08033	39.4103400626	39.4103199374	2.1
42.75033	39.4103404717	39.4103195283	2.1
44.42033	39.4103408807	39.4103191193	2.1
46.09033	39.4103412898	39.4103187102	2.1
47.76033	39.4103416988	39.4103183012	2.1
49.43033	39.4103421079	39.4103178921	2.1
39.4103304091	39.4103396535	41.0803203465	2.1
41.0803304091	39.4103400626	41.0803199374	2.1
42.7503304091	39.4103404717	41.0803195283	2.1
44.4203304091	39.4103408807	41.0803191193	2.1
46.0903304091	39.4103412898	41.0803187102	2.1
47.7603304091	39.4103416988	41.0803183012	2.1
49.4303304091	39.4103421079	41.0803178921	2.1
39.4103308181	39.4103396535	42.7503203465	2.1
41.0803308181	39.4103400626	42.7503199374	2.1
42.7503308181	39.4103404717	42.7503195283	2.1
44.4203308181	39.4103408807	42.7503191193	2.1
46.0903308181	39.4103412898	42.7503187102	2.1
47.7603308181	39.4103416988	42.7503183012	2.1
49.4303308181	39.4103421079	42.7503178921	2.1
39.4103312272	39.4103396535	44.4203203465	2.1
41.0803312272	39.4103400626	44.4203199374	2.1
42.7503312272	39.4103404717	44.4203195283	2.1
44.4203312272	39.4103408807	44.4203191193	2.1
46.0903312272	39.4103412898	44.4203187102	2.1
47.7603312272	39.4103416988	44.4203183012	2.1
49.4303312272	39.4103421079	44.4203178921	2.1
39.4103316363	39.4103396535	46.0903203465	2.1
41.0803316363	39.4103400626	46.0903199374	2.1
42.7503316363	39.4103404717	46.0903195283	2.1
44.4203316363	39.4103408807	46.0903191193	2.1
46.0903316363	39.4103412898	46.0903187102	2.1
47.7603316363	39.4103416988	46.0903183012	2.1
49.4303316363	39.4103421079	46.0903178921	2.1
39.4103320453	39.4103396535	47.7603203465	2.1
41.0803320453	39.4103400626	47.7603199374	2.1
42.7503320453	39.4103404717	47.7603195283	2.1
44.4203320453	39.4103408807	47.7603191193	2.1
46.0903320453	39.4103412898	47.7603187102	2.1
47.7603320453	39.4103416988	47.7603183012	2.1
49.4303320453	39.4103421079	47.7603178921	2.1
39.4103324544	39.4103396535	49.4303203465	2.1
41.0803324544	39.4103400626	49.4303199374	2.1
42.7503324544	39.4103404717	49.4303195283	2.1
44.4203324544	39.4103408807	49.4303191193	2.1
46.0903324544	39.4103412898	49.4303187102	2.1
47.7603324544	39.4103416988	49.4303183012	2.1
49.4303324544	39.4103421079	49.4303178921	2.1
39.4103295909	41.0803396535	39.4103203465	2.1
41.0803295909	41.0803400626	39.4103199374	2.1
42.7503295909	41.0803404717	39.4103195283	2.1
44.4203295909	41.0803408807	39.4103191193	2.1
46.0903295909	41.0803412898	39.4103187102	2.1
47.7603295909	41.0803416988	39.4103183012	2.1
49.4303295909	41.0803421079	39.4103178921	2.1
39.41033	41.0803396535	41.0803203465	2.1
49.43033	41.0803421079	41.0803178921	2.1
39.4103304091	41.0803396535	42.7503203465	2.1
49.4303304091	41.0803421079	42.7503178921	2.1
39.4103308181	41.0803396535	44.4203203465	2.1
49.4303308181	41.0803421079	44.4203178921	2.1
39.4103312272	41.0803396535	46.0903203465	2.1
49.4303312272	41.0803421079	46.0903178921	2.1
39.4103316363	41.0803396535	47.7603203465	2.1
49.4303316363	41.0803421079	47.7603178921	2.1
39.4103320453	41.0803396535	49.4303203465	2.1
41.0803320453	41.0803400626	49.4303199374	2.1
42.7503320453	41.0803404717	49.4303195283	2.1
44.4203320453	41.0803408807	49.4303191193	2.1
46.0903320453	41.0803412898	49.4303187102	2.1
47.7603320453	41.0803416988	49.4303183012	2.1
49.4303320453	41.0803421079	49.4303178921	2.1
39.4103291819	42.7503396535	39.4103203465	2.1
41.0803291819	42.7503400626	39.4103199374	2.1
42.7503291819	42.7503404717	39.4103195283	2.1
44.4203291819	42.7503408807	39.4103191193	2.1
46.0903291819	42.7503412898	39.4103187102	2.1
