76	77	114
76	113	114
77	78	115
77	114	115
78	79	116
78	115	116
79	80	117
79	116	117
80	81	118
80	117	118
81	82	119
81	118	119
82	83	120
82	119	120
83	84	121
83	120	121
84	85	122
84	121	122
85	86	123
85	122	123
86	87	124
86	123	124
87	88	125
87	124	125
88	89	126
88	125	126
89	90	127
89	126	127
90	91	128
90	127	128
91	92	129
91	128	129
92	93	130
92	129	130
93	94	131
93	130	131
94	95	132
94	131	132
95	96	133
95	132	133
96	97	134
96	133	134
97	98	135
97	134	135
98	99	136
98	135	136
99	100	137
99	136	137
100	101	138
100	137	138
101	102	139
101	138	139
102	103	140
102	139	140
103	104	141
103	140	141
104	105	142
104	141	142
105	106	143
105	142	143
106	107	144
106	143	144
107	108	145
107	144	145
113	114	151
113	150	151
114	115	152
114	151	152
115	116	153
115	152	153
116	117	154
116	153	154
117	118	155
117	154	155
118	119	156
118	155	156
119	120	157
119	156	157
120	121	158
120	157	158
121	122	159
121	158	159
122	123	160
122	159	160
123	124	161
123	160	161
124	125	162
124	161	162
125	126	163
125	162	163
126	127	164
126	163	164
127	128	165
127	164	165
128	129	166
128	165	166
129	130	167
129	166	167
130	131	168
130	167	168
131	132	169
131	168	169
132	133	170
132	169	170
133	134	171
133	170	171
134	135	172
134	171	172
135	136	173
135	172	173
136	137	174
136	173	174
137	138	175
137	174	175
138	139	176
138	175	176
139	140	177
139	176	177
140	141	178
140	177	178
141	142	179
141	178	179
142	143	180
142	179	180
143	144	181
143	180	181
144	145	182
144	181	182
150	151	188
150	187	188
151	152	189
151	188	189
152	153	190
152	189	190
153	154	191
153	190	191
154	155	192
154	191	192
155	156	193
155	192	193
156	157	194
156	193	194
157	158	195
157	194	195
158	159	196
158	195	196
159	160	197
159	196	197
160	161	198
160	197	198
161	162	199
161	198	199
162	163	200
162	199	200
163	164	201
163	200	201
164	165	202
164	201	202
165	166	203
165	202	203
166	167	204
166	203	204
167	168	205
167	204	205
168	169	206
168	205	206
169	170	207
169	206	207
170	171	208
170	207	208
171	172	209
171	208	209
172	173	210
172	209	210
173	174	211
173	210	211
174	175	212
174	211	212
175	176	213
175	212	213
176	177	214
176	213	214
177	178	215
177	214	215
178	179	216
178	215	216
179	180	217
179	216	217
180	181	218
180	217	218
181	182	219
181	218	219
187	188	225
187	224	225
188	189	226
188	225	226
189	190	227
189	226	227
190	191	228
190	227	228
191	192	229
191	228	229
192	193	230
192	229	230
193	194	231
193	230	231
194	195	232
194	231	232
195	196	233
195	232	233
196	197	234
196	233	234
197	198	235
197	234	235
198	199	236
198	235	236
199	200	237
199	236	237
200	201	238
200	237	238
201	202	239
201	238	239
202	203	240
202	239	240
203	204	241
203	240	241
204	205	242
204	241	242
205	206	243
205	242	243
206	207	244
206	243	244
207	208	245
207	244	245
208	209	246
208	245	246
209	210	247
209	246	247
210	211	248
210	247	248
211	212	249
211	248	249
212	213	250
212	249	250
213	214	251
213	250	251
214	215	252
214	251	252
215	216	253
215	252	253
216	217	254
216	253	254
217	218	255
217	254	255
218	219	256
218	255	256
224	225	262
224	261	262
225	226	263
225	262	263
226	227	264
226	263	264
227	228	265
227	264	265
228	229	266
228	265	266
229	230	267
229	266	267
230	231	268
230	267	268
231	232	269
231	268	269
232	233	270
232	269	270
233	234	271
233	270	271
234	235	272
234	271	272
235	236	273
235	272	273
236	237	274
236	273	274
237	238	275
237	274	275
238	239	276
238	275	276
239	240	277
239	276	277
240	241	278
240	277	278
241	242	279
241	278	279
242	243	280
242	279	280
243	244	281
243	280	281
244	245	282
244	281	282
245	246	283
245	282	283
246	247	284
246	283	284
247	248	285
247	284	285
248	249	286
248	285	286
249	250	287
249	286	287
250	251	288
250	287	288
251	252	289
251	288	289
252	253	290
252	289	290
253	254	291
253	290	291
254	255	292
254	291	292
255	256	293
255	292	293
261	262	299
261	298	299
262	263	300
262	299	300
263	264	301
263	300	301
264	265	302
264	301	302
265	266	303
265	302	303
266	267	304
266	303	304
267	268	305
267	304	305
268	269	306
268	305	306
269	270	307
269	306	307
270	271	308
270	307	308
271	272	309
271	308	309
272	273	310
272	309	310
273	274	311
273	310	311
274	275	312
274	311	312
275	276	313
275	312	313
276	277	314
276	313	314
277	278	315
277	314	315
278	279	316
278	315	316
279	280	317
279	316	317
280	281	318
280	317	318
281	282	319
281	318	319
282	283	320
282	319	320
283	284	321
283	320	321
284	285	322
284	321	322
285	286	323
285	322	323
286	287	324
286	323	324
287	288	325
287	324	325
